cik,ticker,name,cik_s
906163,NVR,"NVR, Inc.",0000906163
79282,BRO,"BROWN & BROWN, INC.",0000079282
1335258,LYV,"LIVE NATION ENTERTAINMENT, INC.",0001335258
52988,J,JACOBS SOLUTIONS INC.,0000052988
1280452,MPWR,MONOLITHIC POWER SYSTEMS INC,0001280452
1263043,SHG,"Shinhan Financial Group Co., Ltd.",0001263043
1065696,LKQ,LKQ CORPORATION,0001065696
1811074,TPL,Texas Pacific Land Corporation,0001811074
1639920,SPOT,Spotify Technology S.A.,0001639920
915191,FRFHF,FAIRFAX FINANCIAL HOLDINGS LTD CAN,0000915191
1383312,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",0001383312
1274494,FSLR,"First Solar, Inc.",0001274494
217346,TXT,Textron Inc.,0000217346
37785,FMC,FMC CORPORATION,0000037785
1506293,PINS,"Pinterest, Inc.",0001506293
1744676,TME,Tencent Music Entertainment Group,0001744676
4127,SWKS,"Skyworks Solutions, Inc.",0000004127
8818,AVY,AVERY DENNISON CORPORATION,0000008818
1370637,ETSY,"ETSY, INC",0001370637
1766502,CHWY,"CHEWY, INC.",0001766502
60086,L,LOEWS CORP,0000060086
1560385,LSXMA,LIBERTY MEDIA CORPORATION,0001560385
1013237,FDS,FACTSET RESEARCH SYSTEMS INC.,0001013237
1758730,TW,Tradeweb Markets Inc.,0001758730
813762,IEP,ICAHN ENTERPRISES L.P.,0000813762
1579298,BURL,"BURLINGTON STORES, INC.",0001579298
1564408,SNAP,SNAP INC,0001564408
1378789,AER,AerCap Holdings N.V.,0001378789
1611983,LBRDA,LIBERTY BROADBAND CORPORATION,0001611983
1175454,FLT,"FLEETCOR Technologies, Inc",0001175454
1874178,RIVN,"Rivian Automotive, Inc.  DE",0001874178
1713683,ZS,"ZSCALER, INC.",0001713683
1336920,LDOS,"Leidos Holdings, Inc.",0001336920
1805284,RKT,"Rocket Companies, Inc.",0001805284
1025378,WPC,W. P. Carey Inc.,0001025378
1711269,EVRG,"EVERGY, INC.",0001711269
1419612,SEDG,"SOLAREDGE TECHNOLOGIES, INC.",0001419612
1483994,HTHT,H World Group Limited,0001483994
731802,ATO,Atmos Energy Corp,0000731802
900075,CPRT,"COPART, INC.",0000900075
1792044,VTRS,VIATRIS INC.,0001792044
97210,TER,"TERADYNE, INC.",0000097210
1020569,IRM,IRON MOUNTAIN INC,0001020569
857005,PTC,PTC Inc.,0000857005
313216,PHG,KONINKLIJKE PHILIPS NV,0000313216
1324424,EXPE,"EXPEDIA GROUP, INC.",0001324424
1679273,LW,"LAMB WESTON HOLDINGS, INC.",0001679273
51434,IP,INTERNATIONAL PAPER COMPANY,0000051434
765880,PEAK,"Healthpeak Properties, Inc.",0000765880
877212,ZBRA,Zebra Technologies Corporation,0000877212
51644,IPG,"INTERPUBLIC GROUP OF COMPANIES, INC.",0000051644
1122411,ASX,"ASE Technology Holding Co., Ltd.",0001122411
1086222,AKAM,"Akamai Technologies, Inc",0001086222
1477333,NET,"Cloudflare, Inc.",0001477333
38777,BEN,"FRANKLIN RESOURCES, INC.",0000038777
1443646,BAH,Booz Allen Hamilton Holding Corporation,0001443646
719739,SIVB,SVB FINANCIAL GROUP,0000719739
1002047,NTAP,"NetApp, Inc.",0001002047
884887,RCL,ROYAL CARIBBEAN CRUISES LTD,0000884887
352541,LNT,ALLIANT ENERGY CORP,0000352541
1353283,SPLK,Splunk Inc.,0001353283
1095073,RE,"EVEREST RE GROUP, LTD.",0001095073
920522,ESS,"ESSEX PROPERTY TRUST, INC.",0000920522
1897982,AZPN,"ASPEN TECHNOLOGY, INC.",0001897982
72331,NDSN,NORDSON CORPORATION,0000072331
100517,UAL,"United Airlines Holdings, Inc.",0000100517
1327567,PANW,"PALO ALTO NETWORKS, INC",0001327567
1374310,CBOE,"Cboe Global Markets, Inc.",0001374310
1402436,SSNC,"SS&C TECHNOLOGIES HOLDINGS, INC.",0001402436
36966,FHN,FIRST HORIZON CORP,0000036966
1144519,BG,BUNGE LIMITED,0001144519
1404655,HUBS,"HubSpot, Inc.",0001404655
1262823,WLK,Westlake Corporation,0001262823
861884,RS,RELIANCE STEEL & ALUMINUM CO,0000861884
879101,KIM,KIMCO REALTY CORPORATION,0000879101
779152,JKHY,"JACK HENRY & ASSOCIATES, INC.",0000779152
12208,BIO,"BIO-RAD LABORATORIES, INC.",0000012208
93556,SWK,"STANLEY BLACK & DECKER, INC.",0000093556
922621,ERIE,ERIE INDEMNITY COMPANY,0000922621
1645113,NVCR,NovoCure Limited,0001645113
1316835,BLDR,"BUILDERS FIRSTSOURCE, INC.",0001316835
11544,WRB,W. R. BERKLEY CORP,0000011544
909327,SUZ,Suzano S.A.,0000909327
1321655,PLTR,Palantir Technologies Inc.,0001321655
1722482,AVTR,"Avantor, Inc.",0001722482
864749,TRMB,TRIMBLE INC.,0000864749
860731,TYL,"TYLER TECHNOLOGIES, INC.",0000860731
1082554,UTHR,United Therapeutics Corporation,0001082554
75677,PKG,PACKAGING CORP OF AMERICA,0000075677
845982,SNN,Smith & Nephew plc,0000845982
1792580,OVV,Ovintiv Inc.,0001792580
1286681,DPZ,"Domino’s Pizza, Inc.",0001286681
1575965,GLPI,"Gaming and Leisure Properties, Inc.",0001575965
91440,SNA,Snap-on Inc,0000091440
1158838,ATEYY,ADVANTEST CORP,0001158838
1609711,GDDY,GoDaddy Inc.,0001609711
946581,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",0000946581
48898,HUBB,HUBBELL INC,0000048898
945841,POOL,POOL CORPORATION,0000945841
320335,GL,GLOBE LIFE INC.,0000320335
33213,EQT,EQT CORPORATION,0000033213
78128,WTRG,"ESSENTIAL UTILITIES, INC.",0000078128
822416,PHM,PULTEGROUP INCMI,0000822416
1306830,CE,CELANESE CORPORATION,0001306830
701985,BBWI,"BATH & BODY WORKS, INC.",0000701985
891103,MTCH,"Match Group, Inc.",0000891103
790051,CSL,CARLISLE COMPANIES INCORPORATED,0000790051
352915,UHS,"UNIVERSAL HEALTH SERVICES, INC.",0000352915
1137789,STX,Seagate Technology Holdings plc,0001137789
1333986,EQH,"Equitable Holdings, Inc.",0001333986
96943,TFX,TELEFLEX INCORPORATED,0000096943
1833835,PSFE,PAYSAFE LIMITED,0001833835
806968,WPP,WPP plc,0000806968
1042046,AFG,"AMERICAN FINANCIAL GROUP, INC.",0001042046
895417,ELS,"EQUITY LIFESTYLE PROPERTIES, INC.",0000895417
62996,MAS,Masco Corporation,0000062996
737758,TTC,THE TORO COMPANY,0000737758
1003935,NICE,NICE LTD.,0001003935
1043277,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",0001043277
1066119,VIV,TELEFONICA BRASIL S.A.,0001066119
914475,NBIX,"NEUROCRINE BIOSCIENCES, INC.",0000914475
74208,UDR,"UDR, Inc.",0000074208
21175,CNA,CNA FINANCIAL CORPORATION,0000021175
103379,VFC,V. F. CORPORATION,0000103379
1176948,ARES,ARES MANAGEMENT CORPORATION,0001176948
915389,EMN,EASTMAN CHEMICAL CO,0000915389
1441816,MDB,"MONGODB, INC.",0001441816
1163653,NMR,"NOMURA HOLDINGS, INC.",0001163653
1552033,TRU,TransUnion,0001552033
1015820,QGEN,QIAGEN N.V.,0001015820
42888,GGG,GRACO INC.,0000042888
1001290,BAP,CREDICORP LTD,0001001290
1069183,AXON,"Axon Enterprise, Inc.",0001069183
1278021,MKTX,MARKETAXESS HOLDINGS INC.,0001278021
1062579,DOX,AMDOCS LIMITED,0001062579
1070750,HST,"HOST HOTELS & RESORTS, INC.",0001070750
868857,ACM,AECOM,0000868857
89089,SCI,SERVICE CORPORATION INTERNATIONAL,0000089089
906345,CPT,CAMDEN PROPERTY TRUST,0000906345
1646972,ACI,"Albertsons Companies, Inc.",0001646972
1570585,LBTYA,Liberty Global plc,0001570585
1100682,CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",0001100682
1000228,HSIC,"HENRY SCHEIN, INC.",0001000228
1564708,NWSA,NEWS CORPORATION,0001564708
858446,IHG,InterContinental Hotels Group PLC,0000858446
110621,RPM,RPM INTERNATIONAL INCDE,0000110621
818686,TEVA,TEVA PHARMACEUTICAL INDUSTRIES LIMITED,0000818686
106040,WDC,WESTERN DIGITAL CORPORATION,0000106040
1126975,MMP,"Magellan Midstream Partners, L.P.",0001126975
1116132,TPR,"Tapestry, Inc.",0001116132
1584509,ARMK,Aramark,0001584509
1331875,FNF,"FIDELITY NATIONAL FINANCIAL, INC.",0001331875
910521,DECK,DECKERS OUTDOOR CORP,0000910521
1089063,DKS,"DICK’S SPORTING GOODS, INC.",0001089063
1093557,DXCM,"DEXCOM, INC.",0001093557
24545,TAP,MOLSON COORS BEVERAGE COMPANY,0000024545
1109354,BRKR,BRUKER CORPORATION,0001109354
1692819,VST,Vistra Corp.,0001692819
1527166,CG,Carlyle Group Inc.,0001527166
1032975,LOGI,LOGITECH INTERNATIONAL S.A.,0001032975
1261333,DOCU,"DOCUSIGN, INC.",0001261333
910606,REG,REGENCY CENTERS CORPORATION,0000910606
1111711,NI,NiSource Inc.,0001111711
1219601,CCK,"CROWN HOLDINGS, INC.",0001219601
873303,SRPT,"SAREPTA THERAPEUTICS, INC.",0000873303
1174922,WYNN,"WYNN RESORTS, LIMITED",0001174922
1529192,VIPS,Vipshop Holdings Limited,0001529192
1423902,WES,"WESTERN MIDSTREAM PARTNERS, LP",0001423902
1773383,DT,"Dynatrace, Inc.",0001773383
1794515,ZI,ZoomInfo Technologies Inc.,0001794515
815097,CCL,Carnival Corporation,0000815097
1172724,GFI,Gold Fields Limited,0001172724
1660134,OKTA,"Okta, Inc.",0001660134
1811210,LCID,"Lucid Group, Inc.",0001811210
1170010,KMX,"CARMAX, INC.",0001170010
866374,FLEX,FLEX LTD.,0000866374
887225,KEP,KOREA ELECTRIC POWER CORPORATION,0000887225
1043604,JNPR,"JUNIPER NETWORKS, INC.",0001043604
1468174,H,HYATT HOTELS CORPORATION,0001468174
1591698,PCTY,PAYLOCITY HOLDING CORPORATION,0001591698
1120193,NDAQ,"Nasdaq, Inc.",0001120193
908255,BWA,BORGWARNER INC.,0000908255
880266,AGCO,AGCO CORP DE,0000880266
1037540,BXP,"BOSTON PROPERTIES, INC.",0001037540
1604778,QRVO,"Qorvo, Inc.",0001604778
1786352,BILL,"BILL HOLDINGS, INC.",0001786352
895126,CHK,CHESAPEAKE ENERGY CORPORATION,0000895126
1177609,FIVE,"Five Below, Inc.",0001177609
105016,WSO,"WATSCO, INC.",0000105016
1333141,FMS,FRESENIUS MEDICAL CARE AG & Co. KGaA,0001333141
1562401,AMH,AMERICAN HOMES 4 RENT,0001562401
1161125,BCH,BANK OF CHILE,0001161125
1406234,BIP,BROOKFIELD INFRASTRUCTURE PARTNERS L.P.,0001406234
812011,MTN,"Vail Resorts, Inc.",0000812011
898174,RGA,"REINSURANCE GROUP OF AMERICA, INCORPORATED",0000898174
1031308,BSY,"BENTLEY SYSTEMS, INCORPORATED",0001031308
1232524,JAZZ,Jazz Pharmaceuticals plc,0001232524
916540,DAR,DARLING INGREDIENTS INC.,0000916540
1647088,WSC,WILLSCOT MOBILE MINI HOLDINGS CORP.,0001647088
1127248,EMRAF,EMERA INC,0001127248
1579241,ALLE,Allegion plc,0001579241
1073404,GGB,GERDAU S.A.,0001073404
1627014,BKI,"BLACK KNIGHT, INC.",0001627014
723612,CAR,"Avis Budget Group, Inc.",0000723612
1639327,GSHN,"Gushen, Inc.",0001639327
91142,AOS,A. O. Smith Corporation,0000091142
1069157,EWBC,"EAST WEST BANCORP, INC.",0001069157
898293,JBL,JABIL INC,0000898293
1090425,LAMR,LAMAR ADVERTISING CONEW,0001090425
941221,ICL,ICL GROUP LTD.,0000941221
1732845,WRK,WestRock Company,0001732845
1588823,TFII,TFI INTERNATIONAL INC.,0001588823
1289419,MORN,"MORNINGSTAR, INC.",0001289419
1125259,CUK,CARNIVAL PLC,0001125259
1177394,SNX,TD SYNNEX CORPORATION,0001177394
96223,JEF,JEFFERIES FINANCIAL GROUP INC.,0000096223
1009001,CCJ,CAMECO CORPORATION,0001009001
106640,WHR,WHIRLPOOL CORP DE,0000106640
6201,AAL,American Airlines Group Inc.,0000006201
1501585,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",0001501585
1590895,CZR,"CAESARS ENTERTAINMENT, INC.",0001590895
1158449,AAP,"ADVANCE AUTO PARTS, INC.",0001158449
1725057,CDAY,Ceridian HCM Holding Inc.,0001725057
1531152,BJ,"BJ’S WHOLESALE CLUB HOLDINGS, INC.",0001531152
1530721,CPRI,CAPRI HOLDINGS LTD,0001530721
1101302,ENTG,ENTEGRIS INC,0001101302
1447669,TWLO,TWILIO INC.,0001447669
1492691,KNX,Knight-Swift Transportation Holdings Inc.,0001492691
1019849,PAG,"Penske Automotive Group, Inc.",0001019849
1617640,ZG,"ZILLOW GROUP, INC.",0001617640
1370946,OC,Owens Corning,0001370946
855658,LSCC,Lattice Semiconductor Corp,0000855658
1067428,AU,AngloGold Ashanti Limited,0001067428
764065,CLF,CLEVELAND-CLIFFS INC.,0000764065
1679788,COIN,"Coinbase Global, Inc.",0001679788
59527,LECO,"LINCOLN ELECTRIC HOLDINGS, INC.",0000059527
1618673,PFGC,Performance Food Group Company,0001618673
1538990,STOR,STORE CAPITAL LLC,0001538990
1433270,AR,ANTERO RESOURCES CORPORATION,0001433270
46080,HAS,"HASBRO, INC.",0000046080
1650164,TOST,"Toast, Inc.",0001650164
40729,ALLY,Ally Financial Inc.,0000040729
730272,RGEN,REPLIGEN CORP,0000730272
28412,CMA,Comerica Incorporated,0000028412
74303,OLN,Olin Corporation,0000074303
914208,IVZ,Invesco Ltd.,0000914208
851205,CGNX,Cognex Corporation,0000851205
1398659,G,GENPACT LIMITED,0001398659
1069202,LII,LENNOX INTERNATIONAL INC,0001069202
1048695,FFIV,"F5, INC.",0001048695
913144,RNR,RENAISSANCERE HOLDINGS LTD,0000913144
1287750,ARCC,ARES CAPITAL CORPORATION,0001287750
1135951,RDY,DR REDDYS LABORATORIES LTD,0001135951
1828105,HIPO,HIPPO HOLDINGS INC.,0001828105
1298675,CUBE,CUBESMART,0001298675
719955,WSM,"WILLIAMS-SONOMA, INC.",0000719955
1467623,DBX,"Dropbox, Inc.",0001467623
1037038,RL,RALPH LAUREN CORPORATION,0001037038
39263,CFR,"CullenFrost Bankers, Inc.",0000039263
937556,MASI,MASIMO CORP,0000937556
5513,UNM,Unum Group,0000005513
1124140,EXAS,EXACT SCIENCES CORPORATION,0001124140
764622,PNW,PINNACLE WEST CAPITAL CORPORATION,0000764622
1703056,ADT,ADT Inc.,0001703056
315213,RHI,ROBERT HALF INTERNATIONAL INC.,0000315213
1070423,PAA,PLAINS ALL AMERICAN PIPELINE LP,0001070423
22356,CBSH,"COMMERCE BANCSHARES, INC.",0000022356
1321732,PEN,"Penumbra, Inc",0001321732
1378992,BERY,"BERRY GLOBAL GROUP, INC.",0001378992
1571283,REXR,"Rexford Industrial Realty, Inc.",0001571283
350894,SEIC,SEI INVESTMENTS COMPANY,0000350894
82811,RRX,REGAL REXNORD CORP,0000082811
20212,CHDN,Churchill Downs Inc,0000020212
1675149,AA,ALCOA CORP,0001675149
1037976,JLL,Jones Lang LaSalle Incorporated,0001037976
1159152,JHX,JAMES HARDIE INDUSTRIES plc,0001159152
1338065,DCP,"DCP MIDSTREAM, LP",0001338065
1002638,OTEX,OPEN TEXT CORP,0001002638
751364,NNN,"NNN REIT, INC.",0000751364
938323,PSO,PEARSON PLC,0000938323
1015650,SKM,SK TELECOM CO LTD,0001015650
726958,CASY,"CASEY’S GENERAL STORES, INC.",0000726958
895419,WOLF,"WOLFSPEED, INC.",0000895419
1021860,NOV,NOV INC.,0001021860
927066,DVA,DAVITA INC.,0000927066
34903,FRT,FEDERAL REALTY INVESTMENT TRUST,0000034903
884614,UGI,UGI CORPORATION,0000884614
1786909,SBSW,Sibanye Stillwater Limited,0001786909
1665918,USFD,US FOODS HOLDING CORP.,0001665918
1001082,DISH,DISH Network Corporation,0001001082
1507079,FND,"Floor & Decor Holdings, Inc.",0001507079
85535,RGLD,"Royal Gold, Inc",0000085535
1596783,CTLT,"Catalent, Inc.",0001596783
944314,LSI,"LIFE STORAGE, INC.",0000944314
1013871,NRG,"NRG Energy, Inc",0001013871
1262039,FTNT,"FORTINET, INC.",0001262039
1021635,OGE,OGE ENERGY CORP.,0001021635
19584,CHE,CHEMED CORPORATION,0000019584
109380,ZION,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",0000109380
1327068,USO,"United States Oil Fund, LP",0001327068
769520,MIDD,THE MIDDLEBY CORPORATION,0000769520
851968,MHK,"MOHAWK INDUSTRIES, INC.",0000851968
1159510,CS,Credit Suisse Group AG,0001159510
936395,CIEN,Ciena Corp,0000936395
842162,LEA,LEAR CORP,0000842162
77360,PNR,Pentair plc,0000077360
1159036,HALO,"HALOZYME THERAPEUTICS, INC.",0001159036
1749723,NFE,New Fortress Energy Inc.,0001749723
1810806,U,UNITY SOFTWARE INC.,0001810806
105634,EME,"EMCOR Group, Inc.",0000105634
1341766,CELH,"CELSIUS HOLDINGS, INC.",0001341766
1474432,PSTG,"Pure Storage, Inc.",0001474432
1455863,COLD,"AMERICOLD REALTY TRUST, INC.",0001455863
1123452,ASR,SOUTHEAST AIRPORT GROUP,0001123452
1668397,MEDP,"Medpace Holdings, Inc.",0001668397
1027664,ESLT,ELBIT SYSTEMS LTD.,0001027664
1520697,ACHC,"Acadia Healthcare Company, Inc.",0001520697
1012100,SEE,SEALED AIR CORPDE,0001012100
74260,ORI,OLD REPUBLIC INTERNATIONAL CORPORATION,0000074260
1027552,BSAC,BANCO SANTANDER-CHILE,0001027552
896622,ATR,"AptarGroup, Inc",0000896622
1237831,GMED,"GLOBUS MEDICAL, INC.",0001237831
7536,ARW,"ARROW ELECTRONICS, INC",0000007536
1801198,LEGN,LEGEND BIOTECH CORPORATION,0001801198
1142417,NXST,"NEXSTAR MEDIA GROUP, INC.",0001142417
1024305,COTY,COTY INC.,0001024305
798941,FCNCA,FIRST CITIZENS BANCSHARES INC DE,0000798941
1821825,OGN,Organon & Co.,0001821825
1330568,SLV,iShares Silver Trust,0001330568
1093691,PLUG,PLUG POWER INC,0001093691
1056696,MANH,"MANHATTAN ASSOCIATES, INC.",0001056696
1657853,HTZ,"HERTZ GLOBAL HOLDINGS, INC",0001657853
818479,XRAY,DENTSPLY SIRONA Inc.,0000818479
1642545,SWAV,"Shockwave Medical, Inc.",0001642545
29644,DCI,"DONALDSON COMPANY, INC.",0000029644
1309108,WEX,WEX Inc.,0001309108
16058,CACI,CACI International Inc,0000016058
1357615,KBR,"KBR, Inc.",0001357615
1267238,AIZ,"Assurant, Inc.",0001267238
1308547,DLB,"DOLBY LABORATORIES, INC.",0001308547
1287865,MPW,"MEDICAL PROPERTIES TRUST, INC.",0001287865
831641,TTEK,"TETRA TECH, INC.",0000831641
350698,AN,"AUTONATION, INC.",0000350698
1533232,BEP,BROOKFIELD RENEWABLE PARTNERS L.P.,0001533232
1264136,WF,Woori Financial Group Inc.,0001264136
1803599,CNXC,CONCENTRIX CORPORATION,0001803599
1612042,ASND,Ascendis Pharma AS,0001612042
1418819,IRDM,Iridium Communications Inc.,0001418819
216228,ITT,ITT INC.,0000216228
1535929,VOYA,"Voya Financial, Inc.",0001535929
1170858,SBS,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,0001170858
1688568,DXC,DXC TECHNOLOGY CO,0001688568
1163302,X,United States Steel Corp,0001163302
1573516,MUSA,MURPHY USA INC.,0001573516
875357,BOKF,BOK FINANCIAL CORP,0000875357
1034670,ALV,"AUTOLIV, INC.",0001034670
1408075,GPK,Graphic Packaging Holding Co,0001408075
1783879,HOOD,"Robinhood Markets, Inc.",0001783879
888491,OHI,"OMEGA HEALTHCARE INVESTORS, INC.",0000888491
63276,MAT,MATTEL INC DE,0000063276
1065837,SKX,SKECHERS USA INC,0001065837
102729,VMI,"Valmont Industries, Inc.",0000102729
1071371,CIB,BANCOLOMBIA SA,0001071371
1581068,BRX,Brixmor Property Group Inc.,0001581068
1206264,TPX,"TEMPUR SEALY INTERNATIONAL, INC.",0001206264
1068851,PB,"PROSPERITY BANCSHARES, INC.",0001068851
355811,GNTX,GENTEX CORPORATION,0000355811
1609550,INSP,"Inspire Medical Systems, Inc.",0001609550
1477294,ST,SENSATA TECHNOLOGIES HOLDING PLC,0001477294
1557860,GLOB,GLOBANT S.A.,0001557860
94845,LEVI,LEVI STRAUSS & CO,0000094845
1004434,AMG,"AFFILIATED MANAGERS GROUP, INC.",0001004434
15615,MTZ,"MasTec, Inc.",0000015615
1722684,WH,"Wyndham Hotels & Resorts, Inc.",0001722684
1289460,TXRH,"Texas Roadhouse, Inc.",0001289460
1831097,AGL,"agilon health, inc.",0001831097
793952,HOG,"Harley-Davidson, Inc.",0000793952
1637207,PLNT,"PLANET FITNESS, INC.",0001637207
1307954,HUN,Huntsman Corporation,0001307954
1334036,CROX,"CROCS, INC.",0001334036
1076378,CX,CEMEX SAB DE CV,0001076378
1046257,INGR,Ingredion Incorporated,0001046257
20520,FYBR,"FRONTIER COMMUNICATIONS PARENT, INC.",0000020520
794367,M,"Macy's, Inc.",0000794367
26324,CW,CURTISS-WRIGHT CORPORATION,0000026324
1381640,MLCO,MELCO RESORTS & ENTERTAINMENT LIMITED,0001381640
892450,KT,KT Corporation,0000892450
1720635,NVT,nVent Electric plc,0001720635
929008,WCC,"WESCO International, Inc.",0000929008
717423,MUR,MURPHY OIL CORPORATION,0000717423
1046102,RBA,Ritchie Bros. Auctioneers Incorporated,0001046102
1047127,AMKR,"AMKOR TECHNOLOGY, INC.",0001047127
28917,DDS,"DILLARD’S, INC.",0000028917
108312,WWD,"WOODWARD, INC.",0000108312
1023128,LAD,LITHIA MOTORS INC,0001023128
794170,TOL,"Toll Brothers, Inc.",0000794170
12659,HRB,"H&R Block, Inc.",0000012659
1520006,MTDR,Matador Resources Company,0001520006
1046311,CHH,CHOICE HOTELS INTERNATIONAL INC DE,0001046311
1786431,REYN,REYNOLDS CONSUMER PRODUCTS INC.,0001786431
906553,BYD,BOYD GAMING CORP,0000906553
921825,FR,"FIRST INDUSTRIAL REALTY TRUST, INC.",0000921825
1474735,GNRC,GENERAC HOLDINGS INC.,0001474735
853816,LSTR,"LANDSTAR SYSTEM, INC.",0000853816
1173382,CAE,CAE INC.,0001173382
1212545,WAL,WESTERN ALLIANCE BANCORPORATION,0001212545
931015,PII,POLARIS INC.,0000931015
917251,ADC,AGREE REALTY CORPORATION,0000917251
1342874,TX,TERNIUM S.A.,0001342874
1679688,DBRG,"DigitalBridge Group, Inc.",0001679688
67716,MDU,MDU RESOURCES GROUP INC,0000067716
1571123,SAIC,Science Applications International Corporation,0001571123
1423689,AGNC,AGNC INVESTMENT CORP.,0001423689
720672,SF,STIFEL FINANCIAL CORP,0000720672
802481,PPC,PILGRIM’S PRIDE CORPORATION,0000802481
1128928,FLO,"FLOWERS FOODS, INC",0001128928
775158,OSK,Oshkosh Corporation,0000775158
1472787,FAF,FIRST AMERICAN FINANCIAL CORPORATION,0001472787
1528849,RH,RH,0001528849
822818,CLH,"CLEAN HARBORS, INC",0000822818
25445,CR,"CRANE NXT, CO.",0000025445
1302215,HLI,"Houlihan Lokey, Inc.",0001302215
1674910,VVV,VALVOLINE INC.,0001674910
84246,RLI,RLI Corp,0000084246
814453,NWL,NEWELL BRANDS INC,0000814453
1516513,DOCS,"Doximity, Inc.",0001516513
315852,RRC,RANGE RESOURCES CORPORATION,0000315852
1764046,CLVT,CLARIVATE PLC,0001764046
22444,CMC,COMMERCIAL METALS COMPANY,0000022444
1734722,PATH,"UiPath, Inc.",0001734722
1603145,NEP,"NEXTERA ENERGY PARTNERS, LP",0001603145
785161,EHC,Encompass Health Corporation,0000785161
49600,EGP,"EASTGROUP PROPERTIES, INC.",0000049600
1385867,COUP,COUPA SOFTWARE INC,0001385867
1674862,ASH,ASHLAND INC.,0001674862
1739104,ELAN,Elanco Animal Health Inc,0001739104
1050797,COLM,COLUMBIA SPORTSWEAR COMPANY,0001050797
1144215,AYI,"ACUITY BRANDS, INC.",0001144215
1530950,POST,"Post Holdings, Inc.",0001530950
1669162,KNSL,"KINSALE CAPITAL GROUP, INC.",0001669162
1747748,XM,QUALTRICS INTERNATIONAL INC.,0001747748
1723089,CHX,ChampionX Corp,0001723089
849869,SLGN,SILGAN HOLDINGS INC,0000849869
1592000,ENLC,"ENLINK MIDSTREAM, LLC",0001592000
1771917,KRTX,"Karuna Therapeutics, Inc.",0001771917
77877,PDCE,"PDC ENERGY, INC.",0000077877
1604028,WMS,"ADVANCED DRAINAGE SYSTEMS, INC.",0001604028
14930,BC,Brunswick Corporation,0000014930
91767,SON,Sonoco Products Company,0000091767
1616862,AXTA,AXALTA COATING SYSTEMS LTD.,0001616862
1766363,EDR,"Endeavor Group Holdings, Inc.",0001766363
1524358,VAC,Marriott Vacations Worldwide Corp,0001524358
1783398,UWMC,UWM HOLDINGS CORPORATION,0001783398
1611052,PCOR,"Procore Technologies, Inc.",0001611052
1428439,ROKU,"ROKU, INC.",0001428439
887153,SIM,"GRUPO SIMEC, S.A.B. de C.V.",0000887153
1050140,DSGX,THE DESCARTES SYSTEMS GROUP INC.,0001050140
1479094,STAG,"STAG Industrial, Inc.",0001479094
1465128,STWD,"Starwood Property Trust, Inc.",0001465128
874015,IONS,"IONIS PHARMACEUTICALS, INC.",0000874015
59558,LNC,Lincoln National Corporation,0000059558
1475922,PRI,"Primerica, Inc.",0001475922
71691,NYT,THE NEW YORK TIMES COMPANY,0000071691
1264089,AUY,YAMANA GOLD INC.,0001264089
918646,EXP,EAGLE MATERIALS INC.,0000918646
18926,LUMN,"LUMEN TECHNOLOGIES, INC.",0000018926
1430162,CSAN,COSAN S.A.,0001430162
1365135,WU,THE WESTERN UNION COMPANY,0001365135
1635088,ROIV,ROIVANT SCIENCES LTD.,0001635088
701818,KGC,KINROSS GOLD CORPORATION,0000701818
889331,LFUS,LITTELFUSE INC DE,0000889331
7332,SWN,Southwestern Energy Company,0000007332
1177702,SAIA,"Saia, Inc.",0001177702
66570,MSA,MSA SAFETY INC,0000066570
1653482,GTLB,GITLAB INC.,0001653482
766421,ALK,"ALASKA AIR GROUP, INC.",0000766421
70318,THC,TENET HEALTHCARE CORP,0000070318
57515,LANC,Lancaster Colony Corporation,0000057515
1061894,GIL,GILDAN ACTIVEWEAR INC.,0001061894
885550,CACC,CREDIT ACCEPTANCE CORP,0000885550
70145,NFG,NATIONAL FUEL GAS COMPANY,0000070145
887936,FCN,"FTI CONSULTING, INC",0000887936
1297989,EXLS,"EXLSERVICE HOLDINGS, INC.",0001297989
18349,SNV,SYNOVUS FINANCIAL CORP,0000018349
866291,ALGM,"ALLEGRO MICROSYSTEMS, INC.",0000866291
1465740,TWO,TWO HARBORS INVESTMENT CORP.,0001465740
1091907,WWE,"WORLD WRESTLING ENTERTAINMENT, INC.",0001091907
1038074,SLAB,SILICON LABORATORIES INC.,0001038074
1115055,PNFP,Pinnacle Financial Partners Inc.,0001115055
1618732,NTNX,"NUTANIX, INC.",0001618732
1637810,FSV,FirstService Corporation,0001637810
1858985,ONON,On Holding AG,0001858985
1799208,DNB,"Dun & Bradstreet Holdings, Inc.",0001799208
729986,UBSI,UNITED BANKSHARES INCWV,0000729986
1494319,UNVR,Univar Solutions Inc.,0001494319
78239,PVH,PVH CORP.,0000078239
1642896,IOT,SAMSARA INC.,0001642896
230557,SIGI,"SELECTIVE INSURANCE GROUP, INC",0000230557
1057877,IDA,"IDACORP, Inc.",0001057877
764038,SSB,SOUTHSTATE CORP,0000764038
